path,label,xmlpath
水暖器材店失火消防官兵救出4人,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/水暖器材店失火消防官兵救出4人.xml
安康发生多起山林火灾多数为使用明火不当引发,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/安康发生多起山林火灾多数为使用明火不当引发.xml
长江大桥昨晚一桥洞失火火灾持续1个多小时,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/长江大桥昨晚一桥洞失火火灾持续1个多小时.xml
衡水一商住楼大火女主人和两岁孩子遇难,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/衡水一商住楼大火女主人和两岁孩子遇难.xml
油罐爆炸起火燃烧3小时,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/油罐爆炸起火燃烧3小时.xml
广州番禺商铺火灾：一名女子被烧死,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/广州番禺商铺火灾：一名女子被烧死.xml
福州：城门一棉花厂突发火灾烧了五小时,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/福州：城门一棉花厂突发火灾烧了五小时.xml
沙县高砂镇发生森林火灾,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/沙县高砂镇发生森林火灾.xml
武汉汉正街火灾造成至少10人受伤,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/武汉汉正街火灾造成至少10人受伤.xml
兰坪“12·2”大火基本扑灭,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/兰坪“12·2”大火基本扑灭.xml
吉尔吉斯中海市场发生火灾，无中方人员伤亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/吉尔吉斯中海市场发生火灾，无中方人员伤亡.xml
福建长乐一家酒吧发生特大火灾17人死亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/福建长乐一家酒吧发生特大火灾17人死亡.xml
合川百年小吃店起大火疑因厨师炒咸菜导致,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/合川百年小吃店起大火疑因厨师炒咸菜导致.xml
法国、西班牙和希腊等多国爆发森林大火,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/法国、西班牙和希腊等多国爆发森林大火.xml
兰州火灾事故,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/兰州火灾事故.xml
深圳市光明新区荣健农批水果市场“12·11”重大火灾事故,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/深圳市光明新区荣健农批水果市场“12·11”重大火灾事故.xml
广州市一烂尾楼发生火灾,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/广州市一烂尾楼发生火灾.xml
地中海沿岸5国大火蔓延,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/地中海沿岸5国大火蔓延.xml
八里街第三工业园区塑料厂仓库突发火灾起火原因调查中,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/八里街第三工业园区塑料厂仓库突发火灾起火原因调查中.xml
宁洛高速凤阳段一油罐车行驶中“自燃”,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/宁洛高速凤阳段一油罐车行驶中“自燃”.xml
四平铁东区一店铺发生火灾4人被困火海,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/四平铁东区一店铺发生火灾4人被困火海.xml
山东青岛上坟烧纸引发6起山火5处火灾已扑灭,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/山东青岛上坟烧纸引发6起山火5处火灾已扑灭.xml
新疆阿勒泰地区布尔津县发生森林火灾,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/新疆阿勒泰地区布尔津县发生森林火灾.xml
广东一家庭作坊火灾致11人窒息死亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/广东一家庭作坊火灾致11人窒息死亡.xml
香格里拉大火事件,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/香格里拉大火事件.xml
马尼拉华人区住宅发生火灾一华人老妇被烧伤,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/马尼拉华人区住宅发生火灾一华人老妇被烧伤.xml
澳大利亚2014年火灾高温致一夜间发生几百起火灾,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/澳大利亚2014年火灾高温致一夜间发生几百起火灾.xml
广西贵港一涂料厂溶剂油罐发生火灾无人员伤亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/广西贵港一涂料厂溶剂油罐发生火灾无人员伤亡.xml
云南大理森林火灾明火扑灭过火面积约200亩,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/云南大理森林火灾明火扑灭过火面积约200亩.xml
滨州一酒店突发火灾25辆消防车救援灭火,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/滨州一酒店突发火灾25辆消防车救援灭火.xml
合肥小庙镇一农户家中突发大火或与用电短路有关,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/合肥小庙镇一农户家中突发大火或与用电短路有关.xml
上海永嘉路老式洋房突发火灾好心市民合力救出被困老太,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/上海永嘉路老式洋房突发火灾好心市民合力救出被困老太.xml
云南丽江束河古镇昨凌晨失火,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/云南丽江束河古镇昨凌晨失火.xml
武昌小吃街发火灾延烧8家店面商户抢出煤气罐,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/武昌小吃街发火灾延烧8家店面商户抢出煤气罐.xml
沾河火灾发生在林区腹地沼泽地带7500兵力扑救,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/沾河火灾发生在林区腹地沼泽地带7500兵力扑救.xml
俄西伯利亚一民宅火灾致7人死亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/俄西伯利亚一民宅火灾致7人死亡.xml
珠海南屏一工厂突发火灾消防紧急救援,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/珠海南屏一工厂突发火灾消防紧急救援.xml
广东东莞一仓库发生火灾过火面积约1200平方米,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/广东东莞一仓库发生火灾过火面积约1200平方米.xml
象州一超市突发大火火魔吞噬140余万元商品,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/象州一超市突发大火火魔吞噬140余万元商品.xml
昆明发生森林火灾市民称烟雾笼罩市区,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/昆明发生森林火灾市民称烟雾笼罩市区.xml
西安开往乌鲁木齐列车在隧道中起火,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/西安开往乌鲁木齐列车在隧道中起火.xml
长春一检验所发生火灾,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/长春一检验所发生火灾.xml
大火吞噬门面房,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/大火吞噬门面房.xml
北京库房火灾中12人亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/北京库房火灾中12人亡.xml
洪都拉斯首都一市场发生火灾,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/洪都拉斯首都一市场发生火灾.xml
福建一大面积草地失火200人扑救过火面积超万平,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/福建一大面积草地失火200人扑救过火面积超万平.xml
广东汕头家庭作坊火灾致13人死亡4人重伤,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/广东汕头家庭作坊火灾致13人死亡4人重伤.xml
南京一50层高楼发生火灾,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/南京一50层高楼发生火灾.xml
福州闽侯一鞋厂仓库凌晨失火,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/福州闽侯一鞋厂仓库凌晨失火.xml
比利时养老院火灾9名老人死亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/比利时养老院火灾9名老人死亡.xml
瑞安一停车场发生大火隔壁有油罐,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/瑞安一停车场发生大火隔壁有油罐.xml
家里的浴霸着火了幸好浴室里没有人,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/家里的浴霸着火了幸好浴室里没有人.xml
暴雨天东莞一纸厂起火火灾或因雷电引起,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/暴雨天东莞一纸厂起火火灾或因雷电引起.xml
广州白云区大火：一家六口死亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/广州白云区大火：一家六口死亡.xml
四川绵阳化工厂发生火灾浓烟遮天蔽日,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/四川绵阳化工厂发生火灾浓烟遮天蔽日.xml
湖南一造纸厂数千吨芦苇起火16小时扑灭,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/湖南一造纸厂数千吨芦苇起火16小时扑灭.xml
台湾彰化县一间面包店发生火灾5人死亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/台湾彰化县一间面包店发生火灾5人死亡.xml
汕头大火13名女工被熏死作坊老板已遭拘留,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/汕头大火13名女工被熏死作坊老板已遭拘留.xml
手机充电器爆炸引发大火致2死2伤,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/手机充电器爆炸引发大火致2死2伤.xml
保加利亚索非亚市一华商集中商城发生火灾,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/保加利亚索非亚市一华商集中商城发生火灾.xml
南京兴隆大街发生火灾现场有爆炸声,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/南京兴隆大街发生火灾现场有爆炸声.xml
兰州市城关区泰生大厦发生1起火灾事故,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/兰州市城关区泰生大厦发生1起火灾事故.xml
北京中央电视台新址工地发生大火,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/北京中央电视台新址工地发生大火.xml
面包车起火致十人伤亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/面包车起火致十人伤亡.xml
南宁步行街起火十几间房子被烧百人安全疏散,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/南宁步行街起火十几间房子被烧百人安全疏散.xml
园湖路艺术学校舞台发生火灾,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/园湖路艺术学校舞台发生火灾.xml
虹口区赤峰路373弄一民住宅起火无人员伤亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/虹口区赤峰路373弄一民住宅起火无人员伤亡.xml
宜宾城区一大厦11层处发生火灾或为外墙装饰材料引发,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/宜宾城区一大厦11层处发生火灾或为外墙装饰材料引发.xml
老小区深夜突发大火辅警冲进火场救出两老人,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/老小区深夜突发大火辅警冲进火场救出两老人.xml
草垛夜间连连失火消防4小时扑救15起,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/草垛夜间连连失火消防4小时扑救15起.xml
瑞典一家仓库起火鲱鱼罐头变炸弹射入民宅,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/瑞典一家仓库起火鲱鱼罐头变炸弹射入民宅.xml
长兴岛江南造船厂一在建八万吨级货轮起火,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/长兴岛江南造船厂一在建八万吨级货轮起火.xml
北京西单购物中心发生火灾,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/北京西单购物中心发生火灾.xml
温岭鞋厂火灾16人死亡,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/温岭鞋厂火灾16人死亡.xml
连云港大货车高速上轮胎起火火光冲天,火灾,/home/data/toy/raw_data/CEC-Corpus/CEC/火灾/连云港大货车高速上轮胎起火火光冲天.xml
巴基斯坦首都万豪酒店爆炸至少60死逾200伤,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/巴基斯坦首都万豪酒店爆炸至少60死逾200伤.xml
巴基斯坦发生自杀式爆炸袭击百多人死亡,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/巴基斯坦发生自杀式爆炸袭击百多人死亡.xml
联合国驻伊办事处救援基本停止至少24人死亡,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/联合国驻伊办事处救援基本停止至少24人死亡.xml
4月7日凌晨5时，近300名穿着“警察”制服,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/4月7日凌晨5时，近300名穿着“警察”制服.xml
阿富汗５日发生两起恐怖袭击事件,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/阿富汗５日发生两起恐怖袭击事件.xml
目击者描述印尼爆炸案惨景到处是炸断的肢体,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/目击者描述印尼爆炸案惨景到处是炸断的肢体.xml
西班牙锁定“摩洛哥战斗旅”为311爆炸事件元凶,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/西班牙锁定“摩洛哥战斗旅”为311爆炸事件元凶.xml
巴厘岛连环爆炸造成202人丧生,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/巴厘岛连环爆炸造成202人丧生.xml
武装人员袭击尼日利亚中学劫持逾百学生,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/武装人员袭击尼日利亚中学劫持逾百学生.xml
哈特考帕汽车爆炸,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/哈特考帕汽车爆炸.xml
昆明火车站恐怖袭击27人遇难一百多人受伤,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/昆明火车站恐怖袭击27人遇难一百多人受伤.xml
约旦首都安曼连环爆炸,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/约旦首都安曼连环爆炸.xml
俄罗斯发生别斯兰人质事件,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/俄罗斯发生别斯兰人质事件.xml
伊拉克汽车炸弹袭击,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/伊拉克汽车炸弹袭击.xml
安理会谴责也门恐怖袭击事件,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/安理会谴责也门恐怖袭击事件.xml
俄罗斯今年第一季度挫败恐怖袭击19起,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/俄罗斯今年第一季度挫败恐怖袭击19起.xml
世界杯险遇恐怖袭击警方发现犯罪组织欲炸桥,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/世界杯险遇恐怖袭击警方发现犯罪组织欲炸桥.xml
昆明火车站严重暴恐案告破,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/昆明火车站严重暴恐案告破.xml
莫斯科一市场爆炸至少10人死亡,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/莫斯科一市场爆炸至少10人死亡.xml
阿富汗坎大哈爆炸,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/阿富汗坎大哈爆炸.xml
在美中国留学生为昆明恐怖袭击事件遇难者祈福,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/在美中国留学生为昆明恐怖袭击事件遇难者祈福.xml
孟买发生系列爆炸至少200人死亡,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/孟买发生系列爆炸至少200人死亡.xml
印度孟买发生列车连环爆炸,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/印度孟买发生列车连环爆炸.xml
印度连环爆炸案,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/印度连环爆炸案.xml
昆明7.21公车恐怖袭击事件,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/昆明7.21公车恐怖袭击事件.xml
埃及西奈半岛发生恐怖袭击4名韩国人死亡,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/埃及西奈半岛发生恐怖袭击4名韩国人死亡.xml
印度恐怖袭击造成至少42人死亡,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/印度恐怖袭击造成至少42人死亡.xml
中铁十四局紧急应对恐怖袭击事件,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/中铁十四局紧急应对恐怖袭击事件.xml
伊拉克西部遭连环恐怖袭击已致16人死亡,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/伊拉克西部遭连环恐怖袭击已致16人死亡.xml
埃及发生连环爆炸至少90人死亡,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/埃及发生连环爆炸至少90人死亡.xml
阿尔及利亚汽车炸弹爆炸11人死31人伤,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/阿尔及利亚汽车炸弹爆炸11人死31人伤.xml
安理会谴责阿富汗北部恐怖袭击事件,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/安理会谴责阿富汗北部恐怖袭击事件.xml
伊拉克清真寺连环爆炸,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/伊拉克清真寺连环爆炸.xml
昆明暴力恐怖袭击事件火车站被警方封锁,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/昆明暴力恐怖袭击事件火车站被警方封锁.xml
车臣体育场爆炸案两嫌疑人被抓获均为车臣居民,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/车臣体育场爆炸案两嫌疑人被抓获均为车臣居民.xml
印度遭恐怖袭击百余人伤亡警方逮捕700人,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/印度遭恐怖袭击百余人伤亡警方逮捕700人.xml
莫斯科地铁爆炸事件,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/莫斯科地铁爆炸事件.xml
英国官员称机场袭击事件为自杀恐怖袭击,恐怖袭击,/home/data/toy/raw_data/CEC-Corpus/CEC/恐怖袭击/英国官员称机场袭击事件为自杀恐怖袭击.xml
